,State,year,quarter,Starting colonies,Maximum colonies,Lost colonies,Percent lost,Added colonies,Varroa mites,Other pests,Diseases,Pesticides,Other,Unknown
52,Hawaii,2018,Q3,16500,16500,1800,11,1700,70.5,83.3,(Z),-,0.1,-
53,Hawaii,2018,Q4,16000,16000,940,6,1700,72.1,64.9,0.1,0.7,2.9,-
54,Hawaii,2019,Q1,16500,16500,390,2,660,,,,,,
55,Hawaii,2019,Q2,83.0,84.5,0.1,-,0.1,,,,,,
56,Idaho,2018,Q1,164000,168000,22000,13,2500,51.6,3.7,3.0,18.5,4.1,4.4
57,Idaho,2018,Q2,59000,94000,6500,7,14500,83.6,5.4,14.6,26.5,13.8,5.7
58,Idaho,2018,Q3,82000,101000,14000,14,15000,64.9,47.4,9.6,15.9,7.0,4.5
59,Idaho,2018,Q4,99000,159000,15000,9,9000,24.5,8.0,8.0,9.2,8.6,(Z)
60,Idaho,2019,Q1,132000,145000,12500,9,4600,,,,,,
61,Idaho,2019,Q2,28.3,5.7,0.8,3.4,3.4,,,,,,
62,Illinois,2018,Q1,10500,10500,2400,23,1000,13.7,7.8,6.7,6.6,9.9,2.4
63,Illinois,2018,Q2,10000,10500,2300,22,5000,21.2,10.6,2.1,5.1,1.5,7.0
64,Illinois,2018,Q3,11000,11000,660,6,700,27.2,13.1,2.4,2.8,6.9,5.7
65,Illinois,2018,Q4,12000,12000,1400,12,600,33.3,14.7,3.1,0.7,15.5,10.1
66,Illinois,2019,Q1,9000,9000,2300,26,210,,,,,,
67,Illinois,2019,Q2,25.7,11.2,3.6,3.5,10.4,,,,,,
68,Indiana,2018,Q1,7000,8000,1000,13,300,78.0,3.5,0.4,4.5,1.3,1.1
69,Indiana,2018,Q2,8000,9500,1800,19,4000,29.5,12.2,1.4,20.6,5.0,0.5
70,Indiana,2018,Q3,11500,11500,990,9,520,51.3,21.3,23.8,64.6,35.4,2.3
71,Indiana,2018,Q4,9000,9000,3300,37,40,15.6,8.8,2.6,5.5,7.1,1.7
72,Indiana,2019,Q1,6000,6000,710,12,440,,,,,,
73,Indiana,2019,Q2,33.4,8.3,3.0,0.5,9.9,,,,,,
74,Iowa,2018,Q1,41000,44000,2100,5,270,12.7,9.3,0.9,7.9,8.4,0.3
75,Iowa,2018,Q2,45000,47000,4300,9,15500,29.9,9.8,8.5,0.4,1.9,0.4
76,Iowa,2018,Q3,56000,57000,3600,6,1200,55.1,27.2,8.9,31.6,29.4,5.6
77,Iowa,2018,Q4,21000,21000,4200,20,630,34.8,1.7,0.6,0.3,7.7,3.5
78,Iowa,2019,Q1,7500,11500,1600,14,170,,,,,,
79,Iowa,2019,Q2,5.3,1.1,0.3,0.6,0.6,,,,,,
80,Kansas,2018,Q1,3700,3700,950,26,370,42.8,31.6,1.3,24.9,2.1,1.6
81,Kansas,2018,Q2,3900,3900,300,8,3500,76.8,51.1,6.6,8.0,23.7,7.9
82,Kansas,2018,Q3,6000,6000,950,16,300,62.0,31.3,26.0,43.7,1.6,26.4
83,Kansas,2018,Q4,5500,5500,1000,18,420,102.0,7.8,2.5,12.2,21.6,4.0
84,Kansas,2019,Q1,4500,4500,1500,33,370,,,,,,
85,Kansas,2019,Q2,63.0,20.3,1.0,4.3,27.9,,,,,,
86,Kentucky,2018,Q1,5500,5500,1200,22,760,40.9,20.2,0.6,1.0,4.1,5.9
87,Kentucky,2018,Q2,5500,6000,910,15,1500,47.1,26.5,1.6,1.5,4.5,7.6
88,Kentucky,2018,Q3,6500,7000,840,12,300,57.1,41.9,1.2,6.8,5.5,4.3
89,Kentucky,2018,Q4,7000,7000,2000,29,60,21.6,12.9,0.1,5.3,10.7,4.6
90,Kentucky,2019,Q1,3700,4400,890,20,60,,,,,,
91,Kentucky,2019,Q2,43.0,29.6,0.9,11.0,8.0,,,,,,
92,Louisiana,2018,Q1,50000,52000,3600,7,4100,8.1,5.9,0.2,0.8,1.2,1.3
93,Louisiana,2018,Q2,48000,48000,1400,3,4900,31.3,29.9,0.2,1.7,1.0,1.6
94,Louisiana,2018,Q3,53000,53000,1900,4,1600,16.6,6.7,0.3,5.9,1.0,1.7
95,Louisiana,2018,Q4,50000,52000,2600,5,130,57.8,1.3,0.1,0.3,1.0,0.7
96,Louisiana,2019,Q1,49000,51000,3500,7,9000,,,,,,
97,Louisiana,2019,Q2,4.9,0.7,0.2,0.7,4.5,,,,,,
98,Maine,2018,Q1,1900,1900,410,22,20,1.4,0.8,0.2,1.3,0.5,(Z)
99,Maine,2018,Q2,2200,23000,3100,13,430,37.0,1.0,1.1,-,3.5,0.5
100,Maine,2018,Q3,12500,12500,890,7,60,9.3,5.1,(Z),-,1.2,0.1
101,Maine,2018,Q4,12000,12000,1400,12,210,2.3,0.1,-,-,1.4,0.8
102,Maine,2019,Q1,7000,7000,470,7,10,,,,,,
103,Maine,2019,Q2,23.6,0.6,0.2,-,5.2,,,,,,
104,Maryland,2018,Q1,8000,8000,1600,20,400,11.8,3.4,0.8,0.3,4.4,0.4
105,Maryland,2018,Q2,7000,8000,370,5,2400,11.7,6.0,0.3,0.6,1.1,3.8
106,Maryland,2018,Q3,7500,7500,360,5,580,16.6,5.3,0.3,1.2,4.9,1.7
107,Maryland,2018,Q4,7000,9000,690,8,60,12.6,5.1,0.2,(Z),10.1,2.4
108,Maryland,2019,Q1,8000,8000,2300,29,30,,,,,,
109,Maryland,2019,Q2,18.2,5.6,4.4,1.5,14.3,,,,,,
110,Massachusetts,2018,Q1,3700,3700,1000,27,240,6.3,1.1,1.0,1.4,2.0,2.1
111,Massachusetts,2018,Q2,3500,8000,260,3,910,75.9,11.2,10.7,10.1,1.1,10.3
112,Massachusetts,2018,Q3,8000,10000,2200,22,850,33.2,9.2,8.1,9.4,3.4,5.3
113,Massachusetts,2018,Q4,4900,4900,650,13,110,10.3,-,-,4.3,6.3,0.9
114,Massachusetts,2019,Q1,3800,3800,680,18,60,,,,,,
115,Massachusetts,2019,Q2,19.6,1.1,0.8,0.8,9.6,,,,,,
116,Michigan,2018,Q1,16500,37000,7000,19,4000,75.4,18.6,10.8,11.7,12.7,9.8
117,Michigan,2018,Q2,37000,70000,7500,11,23000,92.4,13.8,1.1,23.8,19.5,18.6
118,Michigan,2018,Q3,88000,88000,8000,9,3000,52.0,31.2,15.6,15.1,2.4,6.6
119,Michigan,2018,Q4,77000,77000,6000,8,3900,18.2,5.8,1.5,0.2,12.2,0.7
120,Michigan,2019,Q1,24000,33000,6500,20,-,,,,,,
121,Michigan,2019,Q2,21.4,3.5,0.7,7.4,12.0,,,,,,
122,Minnesota,2018,Q1,39000,62000,3900,6,8000,12.9,9.3,7.2,6.0,8.0,20.7
123,Minnesota,2018,Q2,69000,116000,8500,7,42000,44.5,12.4,6.0,28.4,9.3,8.1
124,Minnesota,2018,Q3,121000,127000,29000,23,1600,28.4,5.2,4.2,7.9,3.8,2.4
125,Minnesota,2018,Q4,84000,86000,11500,13,2500,1.3,0.2,1.9,-,2.0,0.8
126,Minnesota,2019,Q1,17000,43000,2200,5,80,,,,,,
127,Minnesota,2019,Q2,2.0,0.7,1.9,0.6,1.1,,,,,,
128,Mississippi,2018,Q1,19000,32000,2000,6,28000,44.6,26.2,-,0.2,3.5,2.2
129,Mississippi,2018,Q2,50000,50000,3400,7,4000,25.2,8.6,(Z),0.5,7.5,7.2
130,Mississippi,2018,Q3,16500,16500,2900,18,110,26.5,6.7,0.2,0.5,3.0,4.5
131,Mississippi,2018,Q4,14500,25000,2000,8,330,14.6,71.0,64.8,48.4,1.9,5.5
132,Mississippi,2019,Q1,26000,29000,2400,8,3800,,,,,,
133,Mississippi,2019,Q2,7.0,4.8,(Z),0.6,2.4,,,,,,
134,Missouri,2018,Q1,8000,8000,1400,18,1400,11.8,13.2,0.8,1.5,8.3,2.6
135,Missouri,2018,Q2,7000,7000,390,6,2100,18.2,16.9,1.2,1.2,7.5,1.1
136,Missouri,2018,Q3,10000,10000,540,5,260,37.0,10.0,1.1,2.3,1.9,4.1
137,Missouri,2018,Q4,10000,10000,880,9,170,5.4,2.3,1.9,0.5,5.4,3.2
138,Missouri,2019,Q1,8500,8500,1100,13,80,,,,,,
139,Missouri,2019,Q2,86.0,77.8,0.3,3.5,26.5,,,,,,
140,Montana,2018,Q1,35000,60000,140,(Z),840,42.9,4.7,3.3,1.7,0.9,1.2
141,Montana,2018,Q2,50000,176000,5500,3,17000,43.8,18.5,18.0,6.8,21.8,2.7
142,Montana,2018,Q3,145000,153000,18500,12,3100,40.7,13.0,5.6,17.5,2.9,(Z)
143,Montana,2018,Q4,98000,102000,5500,5,3100,15.1,(Z),-,0.8,0.8,1.1
144,Montana,2019,Q1,37000,68000,3500,5,1700,,,,,,
145,Montana,2019,Q2,28.9,(Z),(Z),26.1,0.1,,,,,,
146,Nebraska,2018,Q1,6500,14000,430,3,-,5.0,1.4,1.4,4.2,9.0,5.5
147,Nebraska,2018,Q2,10500,46000,2100,5,4000,24.1,3.2,5.9,6.5,4.3,4.0
148,Nebraska,2018,Q3,52000,54000,6500,12,8500,3.0,0.7,0.7,0.3,2.9,1.0
149,Nebraska,2018,Q4,45000,45000,5000,11,7000,32.3,1.3,32.0,0.8,2.2,0.1
150,Nebraska,2019,Q1,13500,16500,2500,15,-,,,,,,
151,Nebraska,2019,Q2,4.5,1.6,-,2.8,1.7,,,,,,
152,New Jersey,2018,Q1,6500,6500,730,11,180,16.5,3.3,(Z),0.1,3.4,0.1
153,New Jersey,2018,Q2,4400,15000,270,2,1300,12.3,5.1,0.2,0.1,1.0,0.4
154,New Jersey,2018,Q3,14000,14000,320,2,250,14.0,3.2,0.1,-,5.4,0.3
155,New Jersey,2018,Q4,15500,15500,1300,8,30,15.3,4.4,-,-,3.5,0.6
156,New Jersey,2019,Q1,6000,6000,310,5,130,,,,,,
157,New Jersey,2019,Q2,14.9,1.9,-,0.4,3.8,,,,,,
158,New Mexico,2018,Q1,7500,7500,3900,52,180,0.3,0.1,0.3,-,0.2,1.0
159,New Mexico,2018,Q2,1900,4300,50,1,1700,-,-,-,12.3,0.4,0.2
160,New Mexico,2018,Q3,6000,7000,1200,17,3800,81.3,0.8,3.7,0.1,8.0,1.2
161,New Mexico,2018,Q4,8000,8000,3000,38,50,3.5,1.1,0.6,-,1.4,0.3
162,New Mexico,2019,Q1,4800,4800,170,4,-,,,,,,
163,New Mexico,2019,Q2,42.8,0.5,-,1.3,9.4,,,,,,
164,New York,2018,Q1,26000,26000,3700,14,400,39.6,20.0,15.0,6.6,16.7,3.7
165,New York,2018,Q2,20000,42000,2700,6,11000,40.7,20.6,18.6,24.4,22.9,10.2
166,New York,2018,Q3,55000,56000,3900,7,3600,26.0,4.5,7.8,2.4,7.8,0.7
167,New York,2018,Q4,53000,53000,4400,8,1000,10.6,2.5,1.7,1.7,7.7,9.0
168,New York,2019,Q1,24000,24000,3400,14,110,,,,,,
169,New York,2019,Q2,25.3,11.9,1.4,1.9,8.0,,,,,,
170,North Carolina,2018,Q1,18500,18500,4200,23,2400,9.7,2.6,0.5,2.4,14.6,0.8
171,North Carolina,2018,Q2,16000,17500,2500,14,4100,66.0,17.9,11.4,8.4,11.4,3.1
172,North Carolina,2018,Q3,18000,18000,2200,12,2600,53.0,10.4,3.8,2.0,11.1,5.2
173,North Carolina,2018,Q4,16000,16000,2700,17,250,16.4,2.0,0.2,0.7,2.2,3.4
174,North Carolina,2019,Q1,10500,14500,1700,12,750,,,,,,
175,North Carolina,2019,Q2,29.7,10.2,0.3,0.3,13.4,,,,,,
176,North Dakota,2018,Q1,66000,101000,3200,3,2600,34.8,7.9,4.9,4.7,4.9,4.3
177,North Dakota,2018,Q2,74000,460000,23000,5,23000,52.6,11.5,9.6,10.4,10.9,1.2
178,North Dakota,2018,Q3,455000,490000,59000,12,23000,29.5,9.4,8.1,10.6,4.3,4.6
179,North Dakota,2018,Q4,430000,435000,29000,7,7500,6.9,-,-,6.5,0.4,1.3
180,North Dakota,2019,Q1,92000,102000,1100,1,-,,,,,,
181,North Dakota,2019,Q2,1.4,0.1,1.1,-,0.8,,,,,,
182,Ohio,2018,Q1,12000,14000,4500,32,300,38.8,30.7,1.7,2.7,21.6,1.5
183,Ohio,2018,Q2,11000,13000,1500,12,9000,58.9,40.9,2.6,1.3,11.9,1.2
184,Ohio,2018,Q3,16000,16000,1300,8,1300,29.3,5.8,0.1,8.1,2.4,9.9
185,Ohio,2018,Q4,15500,15500,2100,14,170,49.3,9.9,11.1,1.1,6.7,3.1
186,Ohio,2019,Q1,10500,12500,3500,28,1700,,,,,,
187,Ohio,2019,Q2,39.6,10.0,6.5,3.2,15.8,,,,,,
188,Oklahoma,2018,Q1,17000,18000,3700,21,890,60.2,10.9,9.6,26.7,12.4,0.1
189,Oklahoma,2018,Q2,15500,15500,1700,11,10500,59.6,51.1,0.1,23.5,17.2,23.4
190,Oklahoma,2018,Q3,2100,2100,370,18,20,13.1,0.4,(Z),-,(Z),0.3
191,Oklahoma,2018,Q4,2200,57000,2500,4,60,7.7,0.3,-,-,(Z),(Z)
192,Oklahoma,2019,Q1,21000,55000,50,(Z),20,,,,,,
193,Oklahoma,2019,Q2,24.1,8.5,3.2,0.1,3.1,,,,,,
194,Oregon,2018,Q1,81000,89000,4800,5,16500,46.1,3.5,8.1,6.6,15.6,0.2
195,Oregon,2018,Q2,41000,107000,3400,3,17500,57.2,2.8,7.0,45.1,10.7,0.8
196,Oregon,2018,Q3,116000,117000,13000,11,3000,44.1,4.6,16.0,14.8,0.9,0.2
197,Oregon,2018,Q4,89000,101000,13000,13,10500,18.0,0.1,0.2,0.2,2.7,0.5
198,Oregon,2019,Q1,89000,95000,7500,8,8000,,,,,,
199,Oregon,2019,Q2,36.0,0.7,1.2,6.7,3.7,,,,,,
210,Pennsylvania,2018,Q1,14500,15000,3300,22,1200,31.3,16.0,2.2,2.0,1.6,1.9
211,Pennsylvania,2018,Q2,15500,19500,1100,6,6000,23.5,8.1,1.9,1.6,1.7,2.6
212,Pennsylvania,2018,Q3,20000,21000,860,4,2900,26.9,10.7,6.7,13.0,7.8,5.4
213,Pennsylvania,2018,Q4,21000,21000,4000,19,270,15.3,4.6,3.7,4.0,7.5,9.5
214,Pennsylvania,2019,Q1,15000,15000,2900,19,370,,,,,,
215,Pennsylvania,2019,Q2,34.4,5.6,3.3,9.3,5.9,,,,,,
216,South Carolina,2018,Q1,13500,14500,1800,12,1900,14.2,3.5,0.7,1.6,10.0,3.0
217,South Carolina,2018,Q2,14000,14000,1300,9,2600,76.8,53.4,0.7,32.4,7.6,0.9
218,South Carolina,2018,Q3,9500,11500,1400,12,670,32.2,16.1,0.3,1.4,1.3,5.5
219,South Carolina,2018,Q4,10000,12500,1500,12,770,18.5,14.5,(Z),1.7,12.4,1.0
220,South Carolina,2019,Q1,12000,13000,690,5,2000,,,,,,
221,South Carolina,2019,Q2,29.3,15.5,0.7,2.6,13.5,,,,,,
222,South Dakota,2018,Q1,23000,29000,390,1,250,55.1,40.4,7.3,3.8,37.5,(Z)
223,South Dakota,2018,Q2,10000,169000,17000,10,12500,54.7,32.9,3.3,8.5,45.0,1.6
224,South Dakota,2018,Q3,168000,197000,22000,11,8000,12.8,1.3,7.0,1.6,2.1,2.5
225,South Dakota,2018,Q4,140000,140000,21000,15,2000,0.8,(Z),-,2.5,0.8,2.2
226,South Dakota,2019,Q1,18500,18500,1100,6,-,,,,,,
227,South Dakota,2019,Q2,4.4,0.1,(Z),(Z),0.5,,,,,,
233,Tennessee,2018,Q1,10000,10000,3400,34,540,30.0,22.9,3.0,3.4,6.2,2.5
234,Tennessee,2018,Q2,8000,8000,1200,15,3800,70.6,53.2,0.7,13.2,5.6,2.1
235,Tennessee,2018,Q3,9000,9000,900,10,540,49.8,20.8,1.9,11.4,9.1,5.1
236,Tennessee,2018,Q4,8000,8500,1900,22,30,62.8,23.6,5.1,0.9,7.7,7.1
237,Tennessee,2019,Q1,6000,7000,1500,21,240,,,,,,
238,Tennessee,2019,Q2,29.2,20.4,2.3,3.0,13.2,,,,,,
239,Texas,2018,Q1,205000,290000,32000,11,124000,26.5,17.7,8.1,4.5,8.5,14.6
240,Texas,2018,Q2,305000,315000,38000,12,79000,18.8,4.4,0.4,6.2,2.8,0.9
241,Texas,2018,Q3,112000,124000,7500,6,7500,18.6,18.5,5.5,3.0,6.2,3.7
242,Texas,2018,Q4,116000,260000,17000,7,11000,26.1,6.5,5.3,8.3,6.9,3.0
243,Texas,2019,Q1,260000,330000,17000,5,61000,,,,,,
244,Texas,2019,Q2,21.5,10.1,4.8,0.2,1.7,,,,,,
251,Utah,2018,Q1,7500,17000,620,4,490,43.5,3.7,2.0,1.7,1.4,1.9
252,Utah,2018,Q2,14500,26000,1900,7,9500,34.0,15.5,0.1,0.2,1.0,0.7
253,Utah,2018,Q3,30000,30000,4400,15,970,48.0,9.8,5.5,8.0,6.5,4.9
254,Utah,2018,Q4,27000,27000,3400,13,180,22.9,-,0.1,-,0.3,8.8
255,Utah,2019,Q1,8500,11000,1800,16,900,,,,,,
256,Utah,2019,Q2,18.7,-,0.1,-,0.1,,,,,,
257,Vermont,2018,Q1,5500,5500,810,15,20,21.8,1.5,0.7,16.7,1.8,0.1
258,Vermont,2018,Q2,5500,6500,520,8,2600,29.3,4.9,4.3,24.1,0.3,-
259,Vermont,2018,Q3,7000,7000,90,1,1200,6.2,1.3,-,-,0.8,0.7
260,Vermont,2018,Q4,6500,6500,170,3,10,6.2,0.1,2.4,-,0.2,1.2
261,Vermont,2019,Q1,6500,6500,260,4,50,,,,,,
262,Vermont,2019,Q2,17.0,1.2,0.3,0.6,2.0,,,,,,
263,Virginia,2018,Q1,7000,7000,2100,30,540,22.7,18.8,3.2,1.3,23.1,1.5
264,Virginia,2018,Q2,5000,6000,500,8,2600,39.0,28.5,2.6,7.7,11.6,1.7
265,Virginia,2018,Q3,7500,7500,610,8,1000,57.1,38.4,12.1,13.1,5.8,2.8
266,Virginia,2018,Q4,7000,7000,1100,16,80,16.6,12.8,0.8,0.3,3.9,9.3
267,Virginia,2019,Q1,5500,5500,1100,20,80,,,,,,
268,Virginia,2019,Q2,26.0,11.3,0.3,3.9,7.7,,,,,,
269,Washington,2018,Q1,44000,90000,4600,5,7000,55.9,9.4,7.6,7.6,7.1,0.6
270,Washington,2018,Q2,55000,122000,7500,6,15500,7.1,0.6,0.6,2.7,9.9,2.8
271,Washington,2018,Q3,76000,84000,12000,14,7000,34.5,0.5,11.7,4.9,3.3,1.3
272,Washington,2018,Q4,75000,81000,11000,14,5500,22.3,0.8,0.6,0.3,0.8,0.2
273,Washington,2019,Q1,51000,75000,7000,9,5500,,,,,,
274,Washington,2019,Q2,8.5,0.9,1.0,1.9,0.4,,,,,,
275,West Virginia,2018,Q1,4700,8500,2500,29,330,13.8,7.5,0.9,2.9,13.6,7.9
276,West Virginia,2018,Q2,7000,7000,570,8,2300,57.0,52.6,0.3,0.3,6.8,2.1
277,West Virginia,2018,Q3,7500,8000,520,7,170,29.5,15.2,0.6,7.2,4.2,6.8
278,West Virginia,2018,Q4,7000,7000,1200,17,50,10.3,3.2,1.1,0.2,5.0,1.3
279,West Virginia,2019,Q1,5000,7000,1300,19,20,,,,,,
280,West Virginia,2019,Q2,15.0,8.0,2.0,3.4,20.8,,,,,,
281,Wisconsin,2018,Q1,21000,29000,4600,16,2800,32.1,16.9,18.3,27.1,29.5,0.8
282,Wisconsin,2018,Q2,26000,56000,6500,12,12000,54.4,32.7,2.6,19.5,6.1,4.3
283,Wisconsin,2018,Q3,61000,69000,10000,14,2400,29.9,28.3,1.5,24.5,7.6,5.2
284,Wisconsin,2018,Q4,48000,48000,8500,18,1600,15.9,3.2,0.7,1.1,13.8,5.0
285,Wisconsin,2019,Q1,16500,17000,3700,22,580,,,,,,
286,Wisconsin,2019,Q2,14.1,3.7,1.2,1.5,3.6,,,,,,
287,Wyoming,2018,Q1,5500,9000,220,2,70,9.6,0.1,2.1,2.1,2.7,3.7
288,Wyoming,2018,Q2,8500,28000,2300,8,5500,35.4,2.8,2.2,9.0,3.3,4.0
289,Wyoming,2018,Q3,33000,34000,3900,11,1800,43.9,7.9,2.6,6.8,1.0,1.4
290,Wyoming,2018,Q4,30000,32000,2700,8,220,0.7,-,0.1,-,0.5,2.3
291,Wyoming,2019,Q1,6500,9500,250,3,-,,,,,,
292,Wyoming,2019,Q2,0.8,0.3,0.1,-,1.9,,,,,,
2,Alabama,2019,Q1,5500,5500,650,12,800,27.2,22.7,1.8,0.3,3.1,9.0
3,Alabama,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
4,Alabama,2019,Q3,7000,7000,990,14,160,30.6,24.6,2.9,0.2,9.7,6.4
5,Alabama,2019,Q4,6000,6000,660,11,240,46.7,26.7,0.6,4.9,9.0,11.3
6,Alabama,2020,Q1,5500,8000,410,5,1000,12.4,3.4,(Z),0.1,1.7,4.3
7,Alabama,2020,Q2,8500,8500,4100,48,4700,28.5,18.0,1.6,7.7,7.9,9.5
8,Arizona,2019,Q1,22000,22000,2500,11,430,25.8,7.9,6.5,16.2,8.4,0.2
9,Arizona,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
10,Arizona,2019,Q3,26000,30000,2000,7,5500,29.0,9.9,2.7,11.4,13.2,0.6
11,Arizona,2019,Q4,34000,36000,7000,19,300,53.9,1.5,0.4,23.3,4.0,2.9
12,Arizona,2020,Q1,29000,32000,6500,20,150,31.7,0.1,0.1,-,10.1,9.0
13,Arizona,2020,Q2,26000,26000,1300,5,14000,22.1,(Z),(Z),4.2,5.5,0.6
14,Arkansas,2019,Q1,28000,28000,6500,23,20,19.5,1.5,3.3,55.3,0.7,2.9
15,Arkansas,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
16,Arkansas,2019,Q3,20000,21000,2100,10,170,53.2,19.7,6.8,50.5,6.9,39.3
17,Arkansas,2019,Q4,19000,19500,1600,8,430,47.7,39.7,1.4,7.8,12.5,32.8
18,Arkansas,2020,Q1,16500,17500,1200,7,700,31.7,22.7,0.2,2.6,0.4,11.2
19,Arkansas,2020,Q2,17000,17000,1900,11,5000,40.5,15.3,5.1,24.6,2.1,12.4
20,California,2019,Q1,1140000,1580000,235000,15,83000,43.5,13.4,6.4,12.3,8.7,5.6
21,California,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
22,California,2019,Q3,650000,700000,93000,13,87000,49.0,11.5,8.7,16.0,11.1,3.2
23,California,2019,Q4,700000,1300000,136000,10,160000,40.5,10.9,5.2,11.3,8.0,5.0
24,California,2020,Q1,1350000,1710000,230000,13,240000,22.4,6.0,5.0,5.3,5.3,4.2
25,California,2020,Q2,1200000,1200000,74000,6,184000,33.4,4.7,3.9,5.4,7.5,3.0
26,Colorado,2019,Q1,5000,7500,320,4,-,11.2,0.3,-,-,2.5,0.6
27,Colorado,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
28,Colorado,2019,Q3,33000,36000,9500,26,2200,79.8,12.5,4.8,10.2,9.4,1.0
29,Colorado,2019,Q4,27000,27000,8000,30,1100,67.7,1.5,-,15.3,2.6,0.8
30,Colorado,2020,Q1,4500,16000,650,4,850,20.8,(Z),0.1,0.4,10.8,2.4
31,Colorado,2020,Q2,16500,27000,2100,8,6000,35.4,0.1,0.1,-,0.5,2.5
32,Connecticut,2019,Q1,3100,3100,270,9,170,10.1,1.3,-,-,3.6,1.7
33,Connecticut,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
34,Connecticut,2019,Q3,4400,4400,200,5,70,24.3,6.9,2.4,-,3.9,0.5
35,Connecticut,2019,Q4,3800,4000,300,8,10,22.2,11.1,2.4,-,1.7,1.6
36,Connecticut,2020,Q1,3700,4100,330,8,60,11.2,2.9,0.4,-,2.8,3.0
37,Connecticut,2020,Q2,3900,4300,30,1,1200,14.8,2.1,(Z),-,0.1,0.6
38,Florida,2019,Q1,300000,315000,46000,15,41000,46.9,24.8,5.5,22.9,7.4,5.5
39,Florida,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
40,Florida,2019,Q3,210000,240000,20000,8,46000,44.9,20.7,6.3,18.2,11.7,10.8
41,Florida,2019,Q4,270000,300000,30000,10,28000,43.5,25.6,7.8,11.7,7.8,4.8
42,Florida,2020,Q1,295000,310000,30000,10,41000,28.0,14.2,5.5,5.3,8.7,10.9
43,Florida,2020,Q2,325000,325000,39000,12,36000,31.4,15.2,3.2,5.5,5.5,7.5
44,Georgia,2019,Q1,120000,129000,14500,11,19500,69.6,17.8,7.4,9.6,10.6,4.9
45,Georgia,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
46,Georgia,2019,Q3,116000,118000,13000,11,12000,52.5,18.6,1.6,25.8,17.1,4.6
47,Georgia,2019,Q4,119000,131000,20000,15,10500,34.3,18.2,5.6,9.1,2.6,4.4
48,Georgia,2020,Q1,115000,121000,14500,12,32000,50.9,3.4,0.2,0.3,0.4,7.5
49,Georgia,2020,Q2,141000,143000,10000,7,19500,49.2,20.2,7.1,3.0,8.1,13.8
50,Hawaii,2019,Q1,16500,16500,390,2,660,72.1,64.9,0.1,0.7,2.9,-
51,Hawaii,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
52,Hawaii,2019,Q3,17000,17000,200,1,200,37.2,39.0,0.3,-,1.3,0.2
53,Hawaii,2019,Q4,17000,17000,1300,8,300,44.0,61.8,0.2,1.0,0.1,-
54,Hawaii,2020,Q1,16000,16000,1500,9,1000,75.3,60.8,0.1,-,0.2,0.2
55,Hawaii,2020,Q2,15500,15500,40,(Z),240,43.1,41.1,1.0,-,1.1,-
56,Idaho,2019,Q1,132000,145000,12500,9,4600,24.5,8.0,8.0,9.2,8.6,(Z)
57,Idaho,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
58,Idaho,2019,Q3,95000,111000,10500,9,8500,59.9,15.4,21.7,9.9,18.5,0.8
59,Idaho,2019,Q4,111000,196000,15500,8,1800,20.3,4.3,5.4,10.5,9.9,1.1
60,Idaho,2020,Q1,156000,168000,18500,11,4400,10.4,0.8,0.1,2.8,2.1,1.9
61,Idaho,2020,Q2,48000,81000,14500,18,32000,44.2,10.9,11.1,8.6,6.9,5.8
62,Illinois,2019,Q1,9000,9000,2300,26,210,33.3,14.7,3.1,0.7,15.5,10.1
63,Illinois,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
64,Illinois,2019,Q3,13500,13500,940,7,460,35.9,8.3,0.7,2.5,5.5,11.5
65,Illinois,2019,Q4,13000,13000,1700,13,1000,28.9,27.3,1.1,3.4,8.9,8.9
66,Illinois,2020,Q1,11500,13000,2100,16,900,17.2,8.9,0.2,(Z),7.3,10.0
67,Illinois,2020,Q2,12000,12000,1500,13,4200,23.5,8.2,1.0,8.3,11.9,4.0
68,Indiana,2019,Q1,6000,6000,710,12,440,15.6,8.8,2.6,5.5,7.1,1.7
69,Indiana,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
70,Indiana,2019,Q3,14000,16000,1000,6,2200,55.7,15.2,3.0,23.1,19.2,1.4
71,Indiana,2019,Q4,17500,17500,1300,7,160,20.7,15.0,2.6,6.7,1.6,0.6
72,Indiana,2020,Q1,11000,11500,1600,14,880,8.2,0.5,0.1,2.9,1.9,6.2
